Framework;Language;Task;CRF;Seed;Mini batches;Epochs;Patience;Total words;Total errors;Accuracy;OOV-words;OOV-Errors;OOV accuracy;Training time;Evaluation time;Epochs Run;ADJ, ADJ;ADJ, ADP;ADJ, ADV;ADJ, AUX;ADJ, CCONJ;ADJ, DET;ADJ, INTJ;ADJ, NOUN;ADJ, NUM;ADJ, PART;ADJ, PRON;ADJ, PROPN;ADJ, PUNCT;ADJ, SCONJ;ADJ, SYM;ADJ, VERB;ADJ, X;ADP, ADJ;ADP, ADP;ADP, ADV;ADP, AUX;ADP, CCONJ;ADP, DET;ADP, INTJ;ADP, NOUN;ADP, NUM;ADP, PART;ADP, PRON;ADP, PROPN;ADP, PUNCT;ADP, SCONJ;ADP, SYM;ADP, VERB;ADP, X;ADV, ADJ;ADV, ADP;ADV, ADV;ADV, AUX;ADV, CCONJ;ADV, DET;ADV, INTJ;ADV, NOUN;ADV, NUM;ADV, PART;ADV, PRON;ADV, PROPN;ADV, PUNCT;ADV, SCONJ;ADV, SYM;ADV, VERB;ADV, X;AUX, ADJ;AUX, ADP;AUX, ADV;AUX, AUX;AUX, CCONJ;AUX, DET;AUX, INTJ;AUX, NOUN;AUX, NUM;AUX, PART;AUX, PRON;AUX, PROPN;AUX, PUNCT;AUX, SCONJ;AUX, SYM;AUX, VERB;AUX, X;CCONJ, ADJ;CCONJ, ADP;CCONJ, ADV;CCONJ, AUX;CCONJ, CCONJ;CCONJ, DET;CCONJ, INTJ;CCONJ, NOUN;CCONJ, NUM;CCONJ, PART;CCONJ, PRON;CCONJ, PROPN;CCONJ, PUNCT;CCONJ, SCONJ;CCONJ, SYM;CCONJ, VERB;CCONJ, X;DET, ADJ;DET, ADP;DET, ADV;DET, AUX;DET, CCONJ;DET, DET;DET, INTJ;DET, NOUN;DET, NUM;DET, PART;DET, PRON;DET, PROPN;DET, PUNCT;DET, SCONJ;DET, SYM;DET, VERB;DET, X;INTJ, ADJ;INTJ, ADP;INTJ, ADV;INTJ, AUX;INTJ, CCONJ;INTJ, DET;INTJ, INTJ;INTJ, NOUN;INTJ, NUM;INTJ, PART;INTJ, PRON;INTJ, PROPN;INTJ, PUNCT;INTJ, SCONJ;INTJ, SYM;INTJ, VERB;INTJ, X;NOUN, ADJ;NOUN, ADP;NOUN, ADV;NOUN, AUX;NOUN, CCONJ;NOUN, DET;NOUN, INTJ;NOUN, NOUN;NOUN, NUM;NOUN, PART;NOUN, PRON;NOUN, PROPN;NOUN, PUNCT;NOUN, SCONJ;NOUN, SYM;NOUN, VERB;NOUN, X;NUM, ADJ;NUM, ADP;NUM, ADV;NUM, AUX;NUM, CCONJ;NUM, DET;NUM, INTJ;NUM, NOUN;NUM, NUM;NUM, PART;NUM, PRON;NUM, PROPN;NUM, PUNCT;NUM, SCONJ;NUM, SYM;NUM, VERB;NUM, X;PART, ADJ;PART, ADP;PART, ADV;PART, AUX;PART, CCONJ;PART, DET;PART, INTJ;PART, NOUN;PART, NUM;PART, PART;PART, PRON;PART, PROPN;PART, PUNCT;PART, SCONJ;PART, SYM;PART, VERB;PART, X;PRON, ADJ;PRON, ADP;PRON, ADV;PRON, AUX;PRON, CCONJ;PRON, DET;PRON, INTJ;PRON, NOUN;PRON, NUM;PRON, PART;PRON, PRON;PRON, PROPN;PRON, PUNCT;PRON, SCONJ;PRON, SYM;PRON, VERB;PRON, X;PROPN, ADJ;PROPN, ADP;PROPN, ADV;PROPN, AUX;PROPN, CCONJ;PROPN, DET;PROPN, INTJ;PROPN, NOUN;PROPN, NUM;PROPN, PART;PROPN, PRON;PROPN, PROPN;PROPN, PUNCT;PROPN, SCONJ;PROPN, SYM;PROPN, VERB;PROPN, X;PUNCT, ADJ;PUNCT, ADP;PUNCT, ADV;PUNCT, AUX;PUNCT, CCONJ;PUNCT, DET;PUNCT, INTJ;PUNCT, NOUN;PUNCT, NUM;PUNCT, PART;PUNCT, PRON;PUNCT, PROPN;PUNCT, PUNCT;PUNCT, SCONJ;PUNCT, SYM;PUNCT, VERB;PUNCT, X;SCONJ, ADJ;SCONJ, ADP;SCONJ, ADV;SCONJ, AUX;SCONJ, CCONJ;SCONJ, DET;SCONJ, INTJ;SCONJ, NOUN;SCONJ, NUM;SCONJ, PART;SCONJ, PRON;SCONJ, PROPN;SCONJ, PUNCT;SCONJ, SCONJ;SCONJ, SYM;SCONJ, VERB;SCONJ, X;SYM, ADJ;SYM, ADP;SYM, ADV;SYM, AUX;SYM, CCONJ;SYM, DET;SYM, INTJ;SYM, NOUN;SYM, NUM;SYM, PART;SYM, PRON;SYM, PROPN;SYM, PUNCT;SYM, SCONJ;SYM, SYM;SYM, VERB;SYM, X;VERB, ADJ;VERB, ADP;VERB, ADV;VERB, AUX;VERB, CCONJ;VERB, DET;VERB, INTJ;VERB, NOUN;VERB, NUM;VERB, PART;VERB, PRON;VERB, PROPN;VERB, PUNCT;VERB, SCONJ;VERB, SYM;VERB, VERB;VERB, X;X, ADJ;X, ADP;X, ADV;X, AUX;X, CCONJ;X, DET;X, INTJ;X, NOUN;X, NUM;X, PART;X, PRON;X, PROPN;X, PUNCT;X, SCONJ;X, SYM;X, VERB;X, X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;322233;1;5;None;19059;821;95,7%;734;232;68,4%;2579,764363;13,63319157;5;1985;0;0;0;0;0;0;115;0;0;0;0;0;0;0;14;29;0;2890;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;5;70;0;0;1;0;0;0;1;0;0;0;0;0;5;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;57;0;4;6;0;0;1770;1;0;2;0;2;0;0;0;0;0;11;1;0;3;5;0;0;477;0;9;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;50;7;1;0;1;5;0;6084;4;0;1;0;0;0;0;19;62;4;0;1;0;0;0;0;8;350;0;0;0;0;0;0;5;16;0;2;0;0;34;3;0;0;0;254;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;6;1;2;2;0;1;0;42;2;0;0;0;0;0;0;1311;10;21;1;0;0;6;21;0;138;10;4;6;0;0;0;0;38;617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;322233;1;50;3;19059;755;96,0%;734;218;70,3%;8088,533986;12,99564065;14;2024;0;0;0;0;0;0;85;1;0;0;0;0;0;0;10;23;0;2879;1;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;2;73;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;29;0;3;4;2;0;1773;1;0;0;0;3;0;0;0;0;0;10;1;0;3;1;0;1;478;0;2;3;0;2;0;0;0;0;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;2;0;0;2;3;0;6052;4;0;1;1;0;0;0;21;89;2;0;1;0;0;0;0;6;356;0;0;0;0;0;0;2;17;0;1;0;0;27;1;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;8;0;0;18;0;4;0;24;3;0;0;0;0;0;0;1304;16;32;1;0;1;5;19;0;115;11;4;6;0;0;0;0;26;642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;322233;8;1;None;19059;1634;91,4%;734;337;54,1%;3505,057635;25,84034867;1;1878;2;0;0;0;20;0;187;12;0;0;0;0;0;0;8;36;1;2870;0;0;0;5;0;3;3;0;7;0;0;0;0;1;2;19;7;13;0;2;9;0;4;4;1;4;0;0;0;0;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;5;16;0;0;1741;4;0;2;2;4;6;0;1;0;0;10;6;1;9;0;0;3;433;0;14;12;3;9;0;0;0;0;14;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;166;10;0;0;0;2;0;5895;30;1;1;0;1;0;0;24;104;31;0;0;0;0;1;0;11;306;0;0;0;0;0;0;5;30;2;2;1;0;47;8;0;2;0;211;7;0;0;0;0;5;9;0;0;0;0;15;0;0;1;0;1;770;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;1591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;1;0;0;0;0;12;1;0;0;0;0;0;41;15;5;5;0;0;0;0;1277;21;51;7;1;0;11;16;0;258;35;5;6;0;3;0;0;29;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;322233;8;5;None;19059;949;95,0%;734;247;66,3%;16032,27891;24,97966317;5;1941;0;0;0;0;0;0;159;2;0;0;0;0;0;0;8;33;1;2884;0;0;0;0;0;3;0;0;3;0;0;0;0;0;1;4;5;59;0;2;4;0;1;0;1;0;0;0;0;0;4;2;0;0;0;17;0;0;0;0;0;1;0;0;0;0;0;62;0;4;4;0;0;1775;1;0;2;0;2;0;0;0;0;0;6;3;0;6;3;0;3;466;0;12;1;0;3;0;0;0;0;4;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;64;6;0;0;0;5;0;6064;9;0;1;0;1;0;0;8;76;6;0;1;0;0;0;0;13;347;0;0;0;0;0;0;2;15;0;2;0;0;36;3;0;0;1;251;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;794;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;5;1;0;1;0;5;0;45;4;0;0;0;0;0;0;1301;15;28;6;0;1;7;24;0;145;12;3;7;0;0;0;0;30;599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;322233;32;1;None;19059;4015;78,9%;734;501;31,7%;23231,72511;89,07107752;1;1530;15;0;0;7;1;0;418;0;0;4;0;34;0;0;71;63;4;2856;0;0;7;1;0;11;0;0;4;0;1;0;0;6;2;17;4;0;0;5;0;0;12;0;0;2;0;6;0;0;35;1;5;0;0;0;13;0;0;3;0;1;0;0;0;0;0;56;2;10;45;0;0;1618;3;0;4;0;1;23;0;16;0;0;71;6;36;10;0;0;136;57;0;165;0;2;14;0;5;0;0;73;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;251;25;0;0;9;0;0;5777;0;0;0;0;15;0;0;74;83;76;3;0;0;2;0;0;184;61;0;0;0;12;0;0;13;33;28;6;0;0;166;19;0;5;0;10;4;0;3;0;0;50;3;41;54;0;0;75;7;0;62;2;0;384;0;19;0;0;129;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6;3;0;0;0;26;0;0;0;0;0;3;0;1551;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;108;39;0;0;51;8;0;151;1;6;36;0;15;0;0;928;34;102;9;0;0;18;1;0;385;0;1;4;0;38;0;0;32;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;1;1;None;19059;1151;94,0%;734;283;61,4%;915,6034164;55,73087879;1;1975;0;0;0;0;0;0;140;7;0;0;0;0;0;0;10;11;1;2879;0;0;0;1;0;7;1;0;2;0;0;0;0;0;1;5;5;58;0;2;4;0;4;1;0;0;0;0;0;0;3;0;0;0;0;7;0;0;0;0;1;1;0;0;0;0;0;71;0;6;3;0;0;1772;6;0;5;0;1;1;0;0;0;0;1;2;10;7;0;0;3;455;0;16;2;1;2;0;0;0;0;2;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;122;1;0;0;1;2;0;6029;13;0;1;0;1;0;0;24;40;27;0;0;0;0;2;0;7;335;0;0;0;0;0;0;0;13;0;3;2;0;43;3;0;1;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;793;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1;0;4;0;0;18;0;0;0;0;0;0;42;6;1;0;0;0;0;0;1301;9;67;7;1;1;6;24;0;230;21;10;4;0;0;0;0;30;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;1;5;None;19059;782;95,9%;734;214;70,8%;8355,174556;84,83890175;5;2004;0;0;0;0;0;0;111;0;0;0;0;0;0;0;7;21;0;2885;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;6;67;0;1;4;0;2;0;0;0;0;0;0;0;2;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;34;0;4;3;0;0;1782;0;0;1;0;1;0;0;0;0;0;4;2;0;3;0;0;5;475;0;7;1;3;3;0;0;0;0;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;56;4;0;0;1;6;0;6105;2;0;1;0;0;0;0;6;53;7;0;0;0;0;1;0;12;350;0;0;0;0;0;0;1;13;0;1;1;0;36;0;0;0;0;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;6;1;0;10;0;3;0;49;3;0;0;0;0;0;0;1287;18;34;1;0;1;6;20;0;134;10;4;6;0;0;0;0;33;613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;1;50;3;19059;778;95,9%;734;220;70,0%;11307,7016;25,24092503;10;2000;0;0;0;0;0;0;99;2;0;0;0;0;0;0;10;32;0;2887;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;4;70;0;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;38;0;1;0;0;0;0;0;0;0;0;0;41;0;3;3;2;0;1775;6;0;0;0;7;0;0;0;0;0;1;0;0;2;1;0;2;491;0;2;0;0;2;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;7;0;0;2;15;0;6057;4;0;1;0;0;0;0;18;74;4;0;0;0;0;2;0;6;356;0;0;0;0;0;0;1;15;0;1;0;0;27;3;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;5;1;0;5;0;5;0;39;3;0;0;0;0;0;0;1304;15;26;1;0;1;3;21;0;118;14;4;6;0;0;0;0;35;633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;8;1;None;19059;1797;90,6%;734;348;52,6%;5284,309426;31,41414001;1;1737;5;0;0;0;30;0;293;29;0;0;0;0;0;0;43;6;1;2873;0;0;0;5;0;4;5;0;3;0;0;0;0;1;0;15;10;7;0;2;10;0;8;4;3;4;0;0;0;0;14;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;77;0;3;18;0;0;1731;2;0;10;1;17;2;0;0;0;0;9;4;1;10;0;0;12;427;0;26;6;3;2;0;0;0;0;15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;99;11;0;0;1;6;0;6001;33;1;1;0;1;0;0;48;32;24;0;0;0;0;1;0;23;327;0;0;0;0;0;0;4;5;0;3;0;0;45;9;0;1;0;223;0;0;0;0;0;12;1;0;3;0;0;16;0;0;1;0;4;762;0;0;0;0;2;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;1;0;0;0;0;6;1;0;0;0;0;0;44;18;12;0;0;0;0;0;1291;5;50;8;0;0;10;16;0;365;68;13;3;0;2;0;0;36;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;8;5;None;19059;957;95,0%;734;247;66,3%;23212,33271;46,74601306;5;1948;1;2;0;0;0;0;158;0;0;0;0;0;0;0;11;23;1;2883;0;0;0;0;0;4;0;0;3;0;0;0;0;0;1;2;6;64;0;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;0;1;0;0;0;0;0;64;0;5;4;0;0;1779;1;0;0;0;1;1;0;0;0;0;4;2;0;4;0;0;13;466;0;6;3;1;2;0;0;0;0;4;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;68;6;1;0;2;6;0;6086;7;0;1;0;0;0;0;7;50;10;0;0;0;0;2;0;15;346;0;0;0;0;0;0;0;11;0;3;0;0;40;2;0;1;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;6;1;0;3;2;3;0;59;3;1;0;0;0;0;0;1286;13;33;2;0;1;10;21;0;159;16;6;6;0;0;0;0;35;573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;8;50;3;19059;757;96,0%;734;214;70,8%;117973,7822;106,8568542;18;2002;0;1;0;0;0;0;103;0;0;0;0;0;0;0;9;28;0;2883;0;0;1;0;0;6;0;0;2;0;0;0;0;0;0;0;3;72;0;1;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;30;0;2;4;2;0;1777;0;0;0;0;6;0;0;0;0;0;5;1;0;3;3;0;3;476;0;3;3;0;3;0;0;0;0;3;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;60;3;0;0;3;10;0;6075;9;0;1;0;0;0;0;17;56;3;0;1;0;0;1;0;6;362;0;0;0;0;0;0;0;11;0;1;1;0;17;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;6;1;1;16;0;4;0;30;3;0;0;0;0;0;0;1304;12;30;1;0;2;3;22;0;132;15;4;6;0;0;0;0;28;619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;32;1;None;19059;4200;78,0%;734;464;36,8%;25333,22795;100,8237337;1;1585;26;0;0;14;2;0;306;11;1;24;0;24;0;0;103;47;2;2845;0;0;8;2;0;3;7;0;12;0;0;0;0;7;6;16;3;0;0;6;0;0;4;1;1;4;0;4;0;0;39;4;3;0;0;0;23;0;0;1;0;2;1;0;1;0;0;49;0;8;32;0;0;1612;0;0;1;4;6;37;0;7;0;0;79;11;23;16;0;0;192;29;0;134;2;13;18;0;0;0;0;73;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;372;64;0;0;11;2;0;5393;7;1;23;0;13;0;0;203;145;60;21;0;0;2;0;0;103;138;0;3;0;2;0;0;13;42;12;2;0;0;198;0;0;2;0;29;4;0;0;0;0;47;0;20;59;0;0;115;3;0;11;4;14;450;0;10;0;0;91;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6;6;4;0;0;91;0;0;0;0;0;6;0;1461;0;0;10;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;9;2;0;0;0;1;0;0;0;0;71;24;0;0;91;3;0;74;5;18;57;0;5;0;0;998;31;118;10;0;0;28;1;0;293;25;3;8;0;15;0;0;42;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;32;5;None;19059;1425;92,5%;734;293;60,1%;108957,511;96,54353362;5;1831;1;0;0;0;0;0;279;4;0;0;0;0;0;0;5;23;1;2881;0;0;1;0;0;6;0;0;2;0;0;0;0;0;1;4;6;50;0;2;1;0;10;1;0;0;0;0;0;0;6;2;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;76;0;4;9;0;0;1761;2;0;8;0;2;2;0;0;0;0;6;3;0;10;2;0;10;436;0;27;2;2;2;0;0;0;0;10;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;72;5;0;0;1;0;0;6101;7;0;1;0;1;0;0;8;38;17;0;0;0;0;0;0;40;315;0;0;0;0;0;0;1;11;0;3;7;0;49;3;0;1;0;225;0;0;0;0;0;2;4;0;0;0;0;0;0;0;1;0;1;792;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;0;0;1;0;0;0;0;6;1;0;0;0;0;0;84;3;1;1;0;0;0;0;1271;10;39;8;3;0;10;17;0;355;16;6;5;0;1;0;0;30;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;421213;32;50;3;19059;840;95,6%;734;218;70,3%;415415,789;104,0280224;18;2009;0;1;0;1;0;0;98;0;0;0;0;0;0;0;13;21;1;2883;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;1;3;72;0;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;38;0;4;3;0;0;1780;0;0;0;0;3;0;0;0;0;0;6;1;0;4;2;0;8;468;0;4;3;0;3;0;0;0;0;6;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;88;4;1;0;4;6;0;6042;8;0;1;0;1;0;0;19;60;6;0;1;0;0;0;0;8;356;0;0;0;0;0;0;2;11;0;2;0;0;35;1;0;1;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;8;1;2;12;1;2;0;27;4;0;0;0;0;0;0;1309;11;43;1;0;1;4;21;0;132;13;6;7;0;0;0;0;38;596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;521403;1;1;None;19059;1140;94,0%;734;279;62,0%;1725,056736;89,04092755;1;1964;0;0;0;0;0;0;128;6;0;0;0;0;0;0;16;29;1;2882;0;0;0;0;0;5;1;0;2;0;0;0;0;0;1;6;5;55;0;2;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;73;0;5;3;0;0;1761;0;0;0;0;6;0;0;0;0;0;17;5;0;10;1;0;5;440;0;20;1;5;2;0;0;0;0;16;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;131;8;0;0;0;1;0;5979;10;0;1;0;1;0;0;32;71;19;0;0;0;0;0;0;13;335;0;0;0;0;0;0;6;11;0;3;0;0;38;3;0;1;0;241;0;0;0;0;0;4;4;0;0;0;0;0;0;0;1;0;2;788;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;13;0;0;6;0;0;0;0;0;0;38;4;1;0;0;0;0;0;1314;14;42;5;0;0;6;19;0;177;20;11;4;0;0;0;0;37;541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
